,Open,High,Low,Close,Volume
2022-01-25 05:00:00,36397.5,36403.8,35838,36055.6,9684087.40221398
2022-01-25 04:00:00,36423.3,36494,36333.5,36397.5,3780021.69006793
2022-01-25 03:00:00,36317.9,36461.9,36172.5,36429,8483079.32799465
2022-01-25 02:00:00,36121.8,36333,36089.5,36317.8,7078692.56741388
2022-01-25 01:00:00,36029.7,36170.9,35951.1,36121.7,12618321.7788598
2022-01-25 00:00:00,36669.3,36694.1,36011.2,36030.6,17163278.3697715
2022-01-24 23:00:00,36369.5,36764.5,36360.5,36675.4,13639861.170127
2022-01-24 22:00:00,36805.6,36831,36266.1,36369.6,12967206.2345332
2022-01-24 21:00:00,37226.4,37229,36727.9,36805.6,21994658.6396376
2022-01-24 20:00:00,36068.4,37557.3,35946.9,37226.4,39234478.0247926
2022-01-24 19:00:00,36167.5,36330.3,35644.3,36072.3,34085219.0392399
2022-01-24 18:00:00,35371,36439.9,35181,36167.4,49444709.230562
2022-01-24 17:00:00,34402.7,35539,34164.6,35372.7,40904070.6997413
2022-01-24 16:00:00,34247,34582.9,33782.7,34395.5,45733588.8556201
2022-01-24 15:00:00,33627.7,34380.1,33226.1,34230.4,36804992.9806693
2022-01-24 14:00:00,33330,34469.9,33094.9,33623.7,40675267.4103588
2022-01-24 13:00:00,33104.1,33759,32924,33332.8,32701881.9345885
2022-01-24 12:00:00,33693.2,33846.9,33038,33105,36934728.890684
2022-01-24 11:00:00,33278.1,34189.2,32918.7,33693.2,34152810.7919604
2022-01-24 10:00:00,34510.9,34884,33198,33278,53975945.1397563
2022-01-24 09:00:00,34958.9,35084.1,34443,34510.1,25927484.3554066
2022-01-24 08:00:00,34887.2,35567,34788.8,34957.3,17291845.5379316
2022-01-24 07:00:00,35269.3,35308,34806.7,34887.2,10590648.4888601
2022-01-24 06:00:00,35183.7,35351,35058.3,35264.9,7399104.81727793
2022-01-24 05:00:00,35124.8,35241.9,34943.2,35183.6,9998032.87092493
2022-01-24 04:00:00,35339.7,35473,35070,35119.7,9477319.34455076
2022-01-24 03:00:00,35206.9,35401.8,35172.2,35339.6,8555744.5800659
2022-01-24 02:00:00,35661.8,35722.6,35172.2,35205.6,12547197.0798535
2022-01-24 01:00:00,35848.4,36045,35615.1,35661.7,12457324.2134455
2022-01-24 00:00:00,36253.7,36256.6,35755.1,35856.3,15635219.9187638
2022-01-23 23:00:00,35517.9,36510,35393,36253.6,29674520.6396167
2022-01-23 22:00:00,35345.1,35544.7,35277,35518,7856279.4779468
2022-01-23 21:00:00,35299.9,35566.2,35096.1,35352.2,16324500.3325506
2022-01-23 20:00:00,34775.1,35496,34708.3,35299.9,17608070.2879048
2022-01-23 19:00:00,34960.5,35295.6,34600.8,34775.7,25240207.0422923
2022-01-23 18:00:00,35339.7,35402.2,34858.4,34960.4,14457947.4510471
2022-01-23 17:00:00,35228.5,35593,35190.9,35339.7,8143473.32314214
2022-01-23 16:00:00,35288.4,35440.2,35161.8,35227.4,11069514.4893333
2022-01-23 15:00:00,35329.3,35370.8,35111,35288.3,11151478.3322406
2022-01-23 14:00:00,35981.3,36091.3,35050,35329.3,24677089.2374122
2022-01-23 13:00:00,35801.5,36663,35477.1,35981.3,23159079.3978695
2022-01-23 12:00:00,35694.4,35835.3,35561.5,35801.5,13071375.7371834
2022-01-23 11:00:00,35903.7,35911.2,35627,35694.3,9379583.61326954
2022-01-23 10:00:00,35879.7,35928,35665,35903.6,11496489.1517689
2022-01-23 09:00:00,35844.1,36146,35754.4,35879.7,19850011.5524602
2022-01-23 08:00:00,35577.8,35950,35329.7,35842.8,23720548.9618871
2022-01-23 07:00:00,35284,35766.3,35228.6,35580,12251067.3855872
2022-01-23 06:00:00,35468,35558.1,35177,35283.9,12122993.3238563
2022-01-23 05:00:00,35217.6,35563.6,34942,35468,12439473.3336296
2022-01-23 04:00:00,35070.7,35287.9,34967.9,35217.6,10909664.0120204
2022-01-23 03:00:00,34876.1,35100,34810.5,35070.5,10804032.6234673
2022-01-23 02:00:00,35312.4,35346.1,34846,34876.1,10428968.1108043
2022-01-23 01:00:00,35408,35528,35279.8,35312.3,11884767.6322931
2022-01-23 00:00:00,35064.9,35441,34947.8,35408.1,14701554.3538683
2022-01-22 23:00:00,34872.6,35114.8,34743,35064.3,9846096.30861643
2022-01-22 22:00:00,35385.9,35404.4,34723,34872.6,11462010.3561784
2022-01-22 21:00:00,35286.1,35712.3,35085.7,35386,21034064.7174504
2022-01-22 20:00:00,34529.5,35500,34427,35288.4,34503579.5068408
2022-01-22 19:00:00,34389.1,34849.9,34272,34529.5,20302809.9077497
2022-01-22 18:00:00,34602.5,34767.9,34196.3,34386,28768437.4744935
2022-01-22 17:00:00,35094.2,35201.9,34482.9,34604.6,22669294.7302377
2022-01-22 16:00:00,34839.5,35650,34502.8,35102.6,45319078.5643016
2022-01-22 15:00:00,35023.5,35329.8,34801.1,34839.5,21480459.2821568
2022-01-22 14:00:00,35585.2,35652.6,35004,35023.4,21233937.7263022
2022-01-22 13:00:00,35771.2,36175.3,35519.1,35585.3,24511148.6663523
2022-01-22 12:00:00,35392,35876.9,35330,35771.3,25241530.979558
2022-01-22 11:00:00,35490.5,35669,34805.7,35398.9,24303676.4359943
2022-01-22 10:00:00,34807.9,35941.6,34011.4,35490.4,58271559.2261858
2022-01-22 09:00:00,35591,35734.3,34644.1,34813.9,41425299.7087914
2022-01-22 08:00:00,35400,35810,35394,35591,24006037.6147966
2022-01-22 07:00:00,35719.5,35889.7,35098,35404.1,32970827.1700703
2022-01-22 06:00:00,35737.1,35983.1,35377.9,35719.4,36273926.4637594
2022-01-22 05:00:00,36283.9,36344.9,35587.9,35737.2,30151107.2689997
2022-01-22 04:00:00,36343.2,36423.7,36196.7,36283.8,13738443.094729
2022-01-22 03:00:00,36480.9,36734.4,36032.4,36343.2,29713436.2011012
2022-01-22 02:00:00,36481.6,36548,36261.2,36480.7,18307708.6036524
2022-01-22 01:00:00,36490,36610,36170,36481.5,27739402.8634346
2022-01-22 00:00:00,36454.8,36828,36138.1,36489.9,27063985.7699499
2022-01-21 23:00:00,36110.1,36826.7,35794.1,36454.9,34843843.4784754
2022-01-21 22:00:00,36661.9,37154.4,35420,36109.4,52838821.6581716
2022-01-21 21:00:00,38346.4,38440.7,36000,36663.5,66504296.5974777
2022-01-21 20:00:00,37981.7,38469.3,37578.7,38350.1,51967090.1415663
2022-01-21 19:00:00,38266.1,38499.1,37949.2,37981.7,18373786.7808593
2022-01-21 18:00:00,38381.1,38629.4,37845.4,38267,34291504.1087361
2022-01-21 17:00:00,38713,38750.3,38279,38381.1,25318551.7174779
2022-01-21 16:00:00,38859.2,39061,38511.4,38713,30459600.4194638
2022-01-21 15:00:00,38430,39050,38096.3,38859.1,42861045.0266299
2022-01-21 14:00:00,38486.9,38875,38247.9,38433.5,33716490.2852048
2022-01-21 13:00:00,38179,38745.4,38154.7,38486.8,28608535.3319463
2022-01-21 12:00:00,38896.6,38936.8,37698,38179.8,49449649.30737
2022-01-21 11:00:00,38972.9,38980,38671,38896.5,16290932.7248286
2022-01-21 10:00:00,38961.6,39084.9,38858,38972.9,14116176.2704895
2022-01-21 09:00:00,39156.8,39185.6,38941.8,38961.6,11904249.5259091
2022-01-21 08:00:00,39134.3,39287,39007.1,39156.8,16518038.0235468
2022-01-21 07:00:00,38683.8,39199.9,38557.4,39134.4,21732367.1904797
2022-01-21 06:00:00,38919.9,38942.5,38551.2,38686.4,18603916.8944418
2022-01-21 05:00:00,38871.2,39006.6,38723,38919.9,16552763.6967774
2022-01-21 04:00:00,38465.8,39087.9,38439.7,38871.1,31841655.6219997
2022-01-21 03:00:00,39834.3,39942.5,38000.8,38464.2,65793879.8542291
2022-01-21 02:00:00,39772,40270.2,39203.9,39834.7,44051927.59567
2022-01-21 01:00:00,40912.1,40940.5,39735.6,39772,39586777.8120709
2022-01-21 00:00:00,40680.9,41103.4,40394.7,40935.6,38897588.0102405
2022-01-20 23:00:00,41173.8,41185.4,40563.2,40686,33195273.7858446
2022-01-20 22:00:00,41327.1,41549.3,40845.2,41173.8,52734744.7701098
2022-01-20 21:00:00,42716.6,42725.8,41305.6,41327.1,60440750.9070095
2022-01-20 20:00:00,42922.7,42979,42576.8,42716.5,17509200.5877591
2022-01-20 19:00:00,42845.2,43201,42799.3,42922.8,24738598.6282558
2022-01-20 18:00:00,43023.2,43089.3,42818.1,42845,14651721.2247661
2022-01-20 17:00:00,43281.2,43302.7,42978,43023.3,14392771.2930555
2022-01-20 16:00:00,43294.8,43498.3,43124.8,43281.2,24682448.4454462
2022-01-20 15:00:00,42973.1,43445,42943.1,43293.4,35506814.6283458
2022-01-20 14:00:00,42388.7,43062.7,42368.1,42973,30998485.210975
2022-01-20 13:00:00,42042.3,42474,41970.6,42388.8,16310720.768361
2022-01-20 12:00:00,42126.5,42126.5,41931,42042.3,9847930.3710768
2022-01-20 11:00:00,42104.4,42229,42037.4,42126.5,7749945.21432377
2022-01-20 10:00:00,42050.1,42156,42010.7,42104.4,6628290.1562063
2022-01-20 09:00:00,41958.8,42088,41799.9,42050.1,8939925.05001278
2022-01-20 08:00:00,42059.4,42083.1,41877.4,41958.8,6495543.80456779
2022-01-20 07:00:00,42010.9,42152.5,41938.1,42059.4,7589759.28570141
2022-01-20 06:00:00,41891.7,42053.6,41882.5,42010.9,6713314.65179566
2022-01-20 05:00:00,41902.2,41952,41777.3,41891.7,7315181.31330244
2022-01-20 04:00:00,41926.5,41991.7,41870.9,41902.2,6750902.48807122
2022-01-20 03:00:00,41990.7,42080.1,41888,41926.4,6538111.0939647
2022-01-20 02:00:00,41769.2,42070.1,41769.1,41990.7,11626503.3520515
2022-01-20 01:00:00,41826.8,41876.3,41623.2,41769.1,10113875.7615064
2022-01-20 00:00:00,41665.9,41856.9,41647.3,41826.8,11480863.4737334
2022-01-19 23:00:00,41974.8,41990.6,41632,41666,15171016.9377865
2022-01-19 22:00:00,41710.9,41993.3,41635.2,41974.9,9009408.61234473
2022-01-19 21:00:00,41635,41849.7,41635,41710.8,14288369.6256989
2022-01-19 20:00:00,41870.8,41981.2,41561.4,41635.1,15955674.0721976
2022-01-19 19:00:00,42005.1,42046.4,41749.1,41870.7,12291958.4389456
2022-01-19 18:00:00,42161.2,42236.9,41882,42006.1,12004064.049645
2022-01-19 17:00:00,41914.5,42359,41903,42161.1,24433788.0618038
2022-01-19 16:00:00,41984.1,42052.7,41694,41914.5,21714841.0339149
2022-01-19 15:00:00,42496.3,42528.4,41829.8,41984.1,25481844.5269155
2022-01-19 14:00:00,42192.8,42559.4,42066.8,42492,26033349.3178491
2022-01-19 13:00:00,42099.7,42327,42017,42193.1,14971555.026245
2022-01-19 12:00:00,42037.6,42255,41922,42097.1,13738991.2271732
2022-01-19 11:00:00,41495.7,42156.3,41490,42033.9,21620322.0388452
2022-01-19 10:00:00,41571.3,41616.7,41300,41494.7,18014550.1478381
2022-01-19 09:00:00,41368.4,41658,41330.1,41571.3,14069870.8577832
2022-01-19 08:00:00,41285.7,41396.8,41140,41368.4,17825522.3718772
2022-01-19 07:00:00,41710.1,41710.1,41160,41284.4,35319386.0350808
2022-01-19 06:00:00,41770.1,41847,41683.1,41710.1,7999866.64652396
2022-01-19 05:00:00,41713.4,41807.4,41659.8,41769.3,10320277.1368745
2022-01-19 04:00:00,41706.3,41806.7,41604.9,41713.5,16186211.3545405
2022-01-19 03:00:00,42336.8,42341.2,41588.3,41706.2,32947660.643546
2022-01-19 02:00:00,42424.5,42515,42292.3,42336.8,8518769.73077605
2022-01-19 01:00:00,42252.7,42459.4,42251.9,42428.6,9426922.05954449
2022-01-19 00:00:00,42349.3,42478.9,42175.4,42252.6,11394487.9267233
2022-01-18 23:00:00,42483.9,42571.3,42335.1,42349.2,13199276.5500181
2022-01-18 22:00:00,42374.7,42675.2,42232.7,42483.9,12646715.8090231
2022-01-18 21:00:00,41783.7,42482.7,41718.2,42374.6,27823818.7164581
2022-01-18 20:00:00,41702,41783.6,41500.5,41783.6,15585554.0747981
2022-01-18 19:00:00,41611.9,41774,41588.1,41702,15582397.403547
2022-01-18 18:00:00,41489,41664.2,41386.9,41611.9,14174786.9649837
2022-01-18 17:00:00,41730.6,41745.9,41450,41488.9,15277506.5164886
2022-01-18 16:00:00,41586.8,41800,41386.6,41730.6,23582461.6201707
2022-01-18 15:00:00,41445,41836.8,41321.5,41586.8,20688960.2667986
2022-01-18 14:00:00,41656.2,41689,41279,41444.9,25895221.0836512
2022-01-18 13:00:00,41805.2,41835.8,41339,41656.2,24732692.4213603
2022-01-18 12:00:00,41861.9,41949.9,41625.1,41805.2,16301755.0633258
2022-01-18 11:00:00,41934,41941.9,41701,41864.5,10429053.6407368
2022-01-18 10:00:00,41908.5,42055.4,41841.3,41934.1,7653498.89658331
2022-01-18 09:00:00,41718.5,41992.3,41449.1,41908.5,19672185.2929084
2022-01-18 08:00:00,42059.9,42060.4,41635,41717,15371536.2410712
2022-01-18 07:00:00,42237.1,42278.7,41953,42059.8,8409846.50323122
2022-01-18 06:00:00,42101.9,42344.8,42101.9,42237.1,6698493.84723212
2022-01-18 05:00:00,42045.1,42195.5,41989.1,42101.9,9374612.5948223
2022-01-18 04:00:00,42047.5,42100,41895,42045.1,14255740.8793284
2022-01-18 03:00:00,42285,42308,41979,42047.5,11019424.8855296
2022-01-18 02:00:00,42262.7,42311.5,42146.7,42285.1,7219823.63067472
2022-01-18 01:00:00,42369.6,42438.5,42159.6,42262.7,9377080.3398363
2022-01-18 00:00:00,42202.1,42422.6,42129.4,42369.5,12418167.771083
2022-01-17 23:00:00,42079.5,42255.2,42053.1,42202.2,9586378.72133116
2022-01-17 22:00:00,41728.3,42393,41500,42079.5,17699080.938097
2022-01-17 21:00:00,42075.1,42138.6,41609.9,41728.4,17700659.9645468
2022-01-17 20:00:00,42240.6,42316.6,42017,42075.1,8019744.41887206
2022-01-17 19:00:00,42176.4,42319,42106.3,42238.2,8638054.10608829
2022-01-17 18:00:00,42117.7,42186.8,41848,42176.4,15426072.4192281
2022-01-17 17:00:00,42223.6,42252.6,41944.5,42114.7,15787968.5636848
2022-01-17 16:00:00,42475.7,42534.6,42135.3,42223.6,18472038.1030364
2022-01-17 15:00:00,42655.4,42686.7,42390.7,42475.6,12070052.8427536
2022-01-17 14:00:00,42647.5,42738.1,42562.1,42655.4,9708703.96635507
2022-01-17 13:00:00,42546.1,42673.1,42507,42647.5,8499465.53655397
2022-01-17 12:00:00,42670.2,42781.8,42421.5,42546.1,12739029.6496234
2022-01-17 11:00:00,42795.1,42846.3,42645.7,42670.1,5839568.77172242
2022-01-17 10:00:00,42847.9,42899.6,42617.2,42794.3,7192396.49894507
2022-01-17 09:00:00,42791.9,42904.8,42732.8,42851.9,4967008.8074033
2022-01-17 08:00:00,42650,42867,42567,42792.9,7415930.94942193
2022-01-17 07:00:00,42750.4,42967.4,42648,42650,8317684.73650534
2022-01-17 06:00:00,42658.4,42865,42650,42750.8,7962913.50098859
2022-01-17 05:00:00,42616.2,42690,42323.6,42659.9,13691738.6166272
2022-01-17 04:00:00,42646.6,42797.3,42596.4,42616.2,10577814.0443393
2022-01-17 03:00:00,42922.3,42987,42630,42644.4,10744106.8915348
2022-01-17 02:00:00,42904,42957.1,42798.9,42922.3,5861628.8004711
2022-01-17 01:00:00,42902.4,42944.6,42814.4,42901.1,7892986.08620641
2022-01-17 00:00:00,43072.6,43176.9,42880,42900.9,8675925.76461728
2022-01-16 23:00:00,43195.4,43266,43049.9,43072.6,8150495.87844708
2022-01-16 22:00:00,42952.6,43245,42939.9,43195.4,4610313.65347214
2022-01-16 21:00:00,43033.4,43093.6,42906.8,42952.7,4542302.2294658
2022-01-16 20:00:00,42838.4,43108.7,42753,43033.3,11111760.1220318
2022-01-16 19:00:00,43068.8,43081.8,42811,42845.3,9071774.6291913
2022-01-16 18:00:00,43071.7,43125,42977.9,43068.8,7115311.37683475
2022-01-16 17:00:00,43379.6,43432.3,43048.3,43071.7,7519014.43782705
2022-01-16 16:00:00,43231.2,43477,43181.4,43379.6,8661534.78280984
2022-01-16 15:00:00,43305.3,43365.9,43154.5,43231.1,8774876.44045929
2022-01-16 14:00:00,43139.2,43422.1,43045.7,43305.4,13019733.1652239
2022-01-16 13:00:00,43008.3,43189,42600,43143.2,19395219.9111896
2022-01-16 12:00:00,42972.9,43143,42971,43010.4,6212039.8458464
2022-01-16 11:00:00,42912.1,43042,42778,42972.9,11337481.1457443
2022-01-16 10:00:00,43081.1,43191.1,42894.7,42912.2,7583514.78806259
2022-01-16 09:00:00,43090.3,43150.2,43042,43081.1,6862883.06092754
2022-01-16 08:00:00,43206,43307.6,43080.6,43090.3,9125524.25556037
2022-01-16 07:00:00,43196.6,43256,43125.3,43206,6113264.10663042
2022-01-16 06:00:00,42965.3,43223.7,42932.6,43199,5108452.68481603
2022-01-16 05:00:00,43035.1,43126.6,42967.3,42967.3,3615510.84405697
2022-01-16 04:00:00,42976.2,43072.8,42861.6,43035,8757041.72569642
2022-01-16 03:00:00,42924.4,43045.7,42858.1,42976.2,7052936.45248772
2022-01-16 02:00:00,43000.3,43088.9,42839,42924.4,9663691.61073488
2022-01-16 01:00:00,43076.9,43153.9,42983.6,43000.3,6674315.41288294
2022-01-16 00:00:00,43074.1,43109.8,42992,43077,8667406.89958531
2022-01-15 23:00:00,43248,43375,43058.4,43074,8683954.08830433
2022-01-15 22:00:00,43300.8,43393,43129.9,43247.9,5371630.20536883
2022-01-15 21:00:00,43495.7,43525.7,43173.2,43300.7,10331828.6226151
2022-01-15 20:00:00,43536,43800.9,43480.9,43497,14568959.6596381
2022-01-15 19:00:00,43319.7,43553,43314.9,43536,6275587.91047218
2022-01-15 18:00:00,43380.1,43388,43236.5,43319.7,6254190.04312836
2022-01-15 17:00:00,43334.3,43569,43257.1,43380,10992517.9504331
2022-01-15 16:00:00,43405.8,43431.9,43234.2,43334.2,8389126.22691471
2022-01-15 15:00:00,43190,43417.2,43082.7,43405.9,9523746.80470586
2022-01-15 14:00:00,42906.9,43316.8,42754.2,43189.8,12048188.3677276
2022-01-15 13:00:00,42711.1,42971.1,42640.8,42906.8,8857983.20968092
2022-01-15 12:00:00,43024.8,43051.1,42564.1,42711.1,16413560.425158
2022-01-15 11:00:00,43104.6,43110.2,42975.4,43024.7,4785688.70674621
2022-01-15 10:00:00,43070.8,43289.6,43014,43104.5,8622672.86876756
2022-01-15 09:00:00,42982.6,43099.9,42900.2,43070.8,10743319.4358907
2022-01-15 08:00:00,43095.4,43119.3,42950,42982.6,5962846.13018292
2022-01-15 07:00:00,43073.6,43095.5,42932.2,43095.4,3917302.63415112
2022-01-15 06:00:00,42988.5,43100,42875.3,43073.6,5674919.85556141
2022-01-15 05:00:00,42917.2,43049.6,42823.9,42988.4,5598595.66770672
2022-01-15 04:00:00,42938,42962.8,42716.3,42917.3,9075094.79506845
2022-01-15 03:00:00,43104.1,43129.4,42913.8,42938,5344375.88758311
2022-01-15 02:00:00,42978.4,43104.2,42918.4,43104.2,4101398.77266388
2022-01-15 01:00:00,43106.4,43155.5,42872.5,42978.5,6482567.18063039
2022-01-15 00:00:00,43067.3,43179.6,42914.2,43106.5,10219443.4863151
2022-01-14 23:00:00,43255.2,43293.2,43006.4,43067.3,11168862.5509767
2022-01-14 22:00:00,43298.6,43396.7,43183,43255.2,7261963.78523185
2022-01-14 21:00:00,43103.2,43459.9,43096.6,43298.6,14426786.9629817
2022-01-14 20:00:00,43094.6,43196.3,43007,43103.2,11844379.5734503
2022-01-14 19:00:00,43062.4,43391.4,43006.5,43094.8,11181259.8794641
2022-01-14 18:00:00,42912.2,43111,42777,43062.3,10155810.0841601
2022-01-14 17:00:00,43195.1,43264.8,42870,42912.2,11179652.7037912
2022-01-14 16:00:00,43099.4,43229.1,42863.6,43195.2,14955238.204625
2022-01-14 15:00:00,42982.2,43334.9,42792,43100.1,25340007.6878336
2022-01-14 14:00:00,42166.8,43100,42123.1,42978.7,25078323.8600341
2022-01-14 13:00:00,42063.6,42330,42033.1,42166.9,14455011.8372678
2022-01-14 12:00:00,42016.9,42238,41713,42063.6,16376244.3656127
2022-01-14 11:00:00,42073.8,42073.9,41827,42017,16036785.9873199
2022-01-14 10:00:00,42553.3,42617.7,41930.1,42073.8,16982931.892516
2022-01-14 09:00:00,42540.7,42693,42484.1,42553.4,8384117.98512318
2022-01-14 08:00:00,42653.5,42679.7,42341.5,42540.8,21510109.4856078
2022-01-14 07:00:00,42809.6,42881.2,42598,42652.7,8265330.75965103
2022-01-14 06:00:00,42891.3,42971.9,42780,42809.6,9141483.96804062
2022-01-14 05:00:00,42683.9,42904.4,42646.5,42891.3,8988704.56307265
2022-01-14 04:00:00,42636.1,42848.4,42617.8,42683.8,9251532.81087191
2022-01-14 03:00:00,42720.9,42753,42583.8,42638.5,7104735.06566661
2022-01-14 02:00:00,42586.6,42737,42436.8,42720.8,9500779.63816366
2022-01-14 01:00:00,42758.5,42782.6,42545.6,42586.7,7934158.89752828
2022-01-14 00:00:00,42569.6,42782.7,42366.7,42758.6,18552092.9319211
2022-01-13 23:00:00,42592,42730.8,42497.7,42569.6,8077671.23515062
2022-01-13 22:00:00,42812.8,42892.8,42464.8,42592.2,6946343.68074102
2022-01-13 21:00:00,42790,42886.4,42671.5,42812.8,10250594.6637228
2022-01-13 20:00:00,42707.9,42790,42311,42788.8,27535356.2789406
2022-01-13 19:00:00,42706.1,42892,42500,42708,18211399.5158499
2022-01-13 18:00:00,42819.5,42954.9,42630,42706.1,13856813.5488038
2022-01-13 17:00:00,43250.4,43250.5,42571,42824.9,26718508.3351002
2022-01-13 16:00:00,43202,43474,43073.7,43250.5,21194304.0006305
2022-01-13 15:00:00,44155.6,44204.4,42877,43201.9,48681261.2898333
2022-01-13 14:00:00,43944.9,44421,43854.2,44155.5,39743639.3107296
2022-01-13 13:00:00,43799.6,43946,43676.7,43944.9,15429356.7597194
2022-01-13 12:00:00,43604.2,43810.9,43581.5,43799.6,11648050.7323757
2022-01-13 11:00:00,43781.1,43830.5,43506.1,43604.3,15214133.4324783
2022-01-13 10:00:00,43881.8,44023,43760.6,43781,13682110.300138
2022-01-13 09:00:00,43899.8,43988.7,43746.9,43871.5,12618783.065432
2022-01-13 08:00:00,43712.3,43899.8,43675.3,43899.7,8769747.9351171
2022-01-13 07:00:00,43717.4,43774.3,43569,43712.2,6923396.06565604
2022-01-13 06:00:00,43663.6,43800,43648.1,43717.5,7847366.87093832
2022-01-13 05:00:00,43614.1,43760,43575.8,43663.6,8048028.26243673
2022-01-13 04:00:00,43509.6,43717.2,43486.5,43614,9620230.1142185
2022-01-13 03:00:00,43586.4,43645.5,43419.7,43509.6,11952050.4668032
2022-01-13 02:00:00,43540.4,43680,43540.4,43586.5,7860776.93203004
2022-01-13 01:00:00,43718.4,43808.5,43520,43540.4,13115091.5739503
2022-01-13 00:00:00,43917,44048.9,43671.8,43718.5,17662879.1543897
2022-01-12 23:00:00,43848,44035.9,43815.2,43916.9,15125508.8210903
2022-01-12 22:00:00,43765.7,43948.4,43750,43848,8666186.07894679
2022-01-12 21:00:00,43815.6,44330.1,43741.1,43765.7,26543559.8447379
2022-01-12 20:00:00,43738.3,44000,43629.2,43815.6,18855386.1925341
2022-01-12 19:00:00,43591.4,43761.8,43532.4,43738.2,14316990.3310377
2022-01-12 18:00:00,43842,43889.9,43566.3,43591.5,17429559.2195693
2022-01-12 17:00:00,43617.6,43871.6,43493.7,43839.2,11688857.5323724
2022-01-12 16:00:00,43561.4,43693.9,43334,43619.8,18137988.5544158
2022-01-12 15:00:00,43850.6,43942.8,43400,43561.5,29727702.922807
2022-01-12 14:00:00,43928.5,43961.6,43684,43850.6,23993303.4207238
2022-01-12 13:00:00,43290.5,44089.1,43183.7,43928.4,42848089.6966945
2022-01-12 12:00:00,42941.3,43304.8,42866.6,43290.4,16891132.2524482
2022-01-12 11:00:00,42757.1,43478.8,42682.6,42941.3,24139963.5453069
2022-01-12 10:00:00,42808.9,42997,42748.9,42757.2,13013144.2501805
2022-01-12 09:00:00,42605.5,42908.8,42573.4,42808.8,12774490.8682435
2022-01-12 08:00:00,42572.6,42711.5,42514.1,42605.5,8557310.9950559
2022-01-12 07:00:00,42671.9,42671.9,42466.2,42572.6,10033692.4968911
2022-01-12 06:00:00,42710.2,42891.2,42600.2,42671.9,11510190.7405084
2022-01-12 05:00:00,42633.3,42768.9,42568,42710.1,7460581.5482147
2022-01-12 04:00:00,42608.4,42735.8,42526.3,42633.4,10992082.6771926
2022-01-12 03:00:00,42554.7,42658,42493.5,42608.3,5772316.51658096
2022-01-12 02:00:00,42634.3,42708,42456.1,42553,8485853.49832495
2022-01-12 01:00:00,42678.4,42773.1,42570.5,42634.4,8590098.36833195
2022-01-12 00:00:00,42734.5,42969.9,42572.2,42678.4,13812712.9105307
2022-01-11 23:00:00,42714.6,42893.4,42644.6,42734.6,10117923.4380332
2022-01-11 22:00:00,42664.3,42776,42600.5,42714.7,5621278.2587745
2022-01-11 21:00:00,42806.7,42825.1,42640.5,42664.9,13581037.2642572
2022-01-11 20:00:00,42975.7,43101.5,42708.5,42805,20714153.6825184
2022-01-11 19:00:00,42763.9,43090,42610.3,42975.7,16968216.7682708
2022-01-11 18:00:00,42549.2,42915,42316.7,42763.8,18944594.1676793
2022-01-11 17:00:00,42705.6,43090,42329.5,42549.2,33680742.4854238
2022-01-11 16:00:00,41735.9,42937.3,41613.9,42702.8,47118172.9909276
2022-01-11 15:00:00,41637.5,42183,41421.7,41735.8,40935506.3773251
2022-01-11 14:00:00,41695,41821.8,41257.1,41634.6,25118894.5617495
2022-01-11 13:00:00,41811.6,41887.1,41593.3,41695,12813672.7910279
2022-01-11 12:00:00,41819.5,41959.9,41718.9,41811.6,9141340.34567924
2022-01-11 11:00:00,41629.6,41944.3,41588,41819.5,13318919.7514337
2022-01-11 10:00:00,41987.7,42072.8,41582,41629.6,16121674.6346462
2022-01-11 09:00:00,41996.7,42143.1,41834.2,41987.8,10629294.7346556
2022-01-11 08:00:00,42208,42646,41938,41996.7,22763958.1129454
2022-01-11 07:00:00,42108.5,42281.3,42080.7,42206.4,9961851.48133948
2022-01-11 06:00:00,42107.6,42227.5,41978.5,42107.9,7568822.23887381
2022-01-11 05:00:00,42302.9,42310.4,42024.1,42107.6,8416181.75706336
2022-01-11 04:00:00,42273.5,42365.7,42130.4,42302.9,11303946.5984752
2022-01-11 03:00:00,42183.4,42272.9,42058.7,42272.9,8590230.27730646
2022-01-11 02:00:00,41937,42385,41817.6,42183.4,17609361.0440101
2022-01-11 01:00:00,41600.2,42069.1,41549.4,41936.9,12038802.6861853
2022-01-11 00:00:00,41816.4,41882,41580,41600.1,11492762.7306224
2022-01-10 23:00:00,41604.6,41882,41513.8,41816.3,10932857.0779795
2022-01-10 22:00:00,41721,41850.5,41523.9,41604.7,6533438.31393982
2022-01-10 21:00:00,41712.3,41992,41571.4,41727.4,12340418.0563051
2022-01-10 20:00:00,41296.7,41772,41170.1,41708.1,18613448.7765403
2022-01-10 19:00:00,41610,41710.4,41244.1,41296.8,12881015.7429718
2022-01-10 18:00:00,41199.4,41728.2,41126.5,41610.1,16470592.7501743
2022-01-10 17:00:00,41911.2,42134.3,40579.9,41199.4,33091484.3928475
2022-01-10 16:00:00,40981.8,42073.8,40860.1,41911.2,33382867.2000996
2022-01-10 15:00:00,40776.7,41226.8,40561.4,40981.8,33124233.4027502
2022-01-10 14:00:00,40769.2,41296.2,39651,40788.9,69468455.4908858
2022-01-10 13:00:00,40942.9,41061.6,40720.9,40769.2,25660144.1711382
2022-01-10 12:00:00,41563.1,41609.7,40929,40945.4,29835091.2492419
2022-01-10 11:00:00,41785.2,41797,41440.1,41563.2,15441073.6365523
